n_sampled,n_bitten,n_envenom,cluster_long,cluster_lat,elevation,climate,popden,occupation,climate2,climate3,elevation1,elevation2,occupation1,occupation2,sb_logit_p
127,3,2,80.433834,7.446563,164.8453776,2,511.626,0.09,1,0,164.8453776,4.845377622,0.09,0,-3.571542747
180,1,0,80.462724,7.417631,166.3097883,2,1699.45,0.09,1,0,166.3097883,6.309788339,0.09,0,-4.7847101
140,1,0,80.44975,7.423582,185.846824,2,1773.69,0.09,1,0,185.846824,25.846824,0.09,0,-4.532599493
162,0,0,80.525148,7.581461,181.8917575,2,599.27,0.12,1,0,181.8917575,21.89175747,0.12,0.03,-5.783825182
163,0,0,80.516265,7.543076,164.3713852,2,267.577,0.12,1,0,164.3713852,4.371385152,0.12,0.03,-5.789960171
174,1,0,80.476685,7.47237,184.6843415,2,338.27,0.12,1,0,184.6843415,24.68434152,0.12,0.03,-4.750712491
136,2,1,80.5254,7.47128,203.4755072,3,182.17,0.12,0,1,203.4755072,43.4755072,0.12,0.03,-3.985273467
150,2,1,80.473892,7.447354,153.2116902,2,225.142,0.12,1,0,153.2116902,0,0.12,0.03,-4.084294226
144,0,0,80.294402,7.483079,116.1607979,2,838.847,0.08,1,0,116.1607979,0,0.08,0,-5.666426688
173,0,0,80.173392,7.475762,77.64400426,2,510.808,0.25,1,0,77.64400426,0,0.25,0.16,-5.84932478
138,0,0,80.006629,7.475752,30.17214354,2,723.821,0.15,1,0,30.17214354,0,0.15,0.06,-5.624017506
131,1,0,80.107529,7.472852,64.42786703,2,160.056,0.15,1,0,64.42786703,0,0.15,0.06,-4.465908119
130,1,0,80.023356,7.430752,46.14650726,2,362.162,0.15,1,0,46.14650726,0,0.15,0.06,-4.458215773
142,0,0,80.037515,7.448696,41.58708835,2,959.67,0.15,1,0,41.58708835,0,0.15,0.06,-5.65248918
156,2,2,79.929139,7.509081,28.31761065,2,592.222,0.12,1,0,28.31761065,0,0.12,0.03,-4.123903364
156,1,1,79.919288,7.483007,17.65673085,2,612.415,0.12,1,0,17.65673085,0,0.12,0.03,-4.641180624
148,0,0,79.942561,7.466817,29.79466395,2,425.831,0.12,1,0,29.79466395,0,0.12,0.03,-5.693732139
145,0,0,80.118255,7.40538,54.99305952,2,385.822,0.16,1,0,54.99305952,0,0.16,0.07,-5.673323267
155,1,0,80.102783,7.362228,86.54136545,2,524.382,0.16,1,0,86.54136545,0,0.16,0.07,-4.634728988
146,1,1,80.035225,7.361254,37.84351168,2,897.595,0.16,1,0,37.84351168,0,0.16,0.07,-4.574710979
156,1,0,79.993204,7.336148,30.82822021,2,494.076,0.16,1,0,30.82822021,0,0.16,0.07,-4.641180624
156,4,0,80.241374,7.445387,84.98896157,2,452.828,0.09,1,0,84.98896157,0,0.09,0,-3.523087199
168,0,0,80.195745,7.395128,70.39662758,2,140.449,0.09,1,0,70.39662758,0,0.09,0,-5.82008293
140,3,1,80.13356,7.367819,76.68877946,2,181.963,0.09,1,0,76.68877946,0,0.09,0,-3.670860949
148,1,0,80.214474,7.371198,96.62921282,2,692.856,0.13,1,0,96.62921282,0,0.13,0.04,-4.588363068
138,2,0,80.261618,7.383281,125.7792078,2,369.89,0.13,1,0,125.7792078,0,0.13,0.04,-4.000033883
165,2,0,80.201398,7.343624,66.54203816,2,1350.15,0.13,1,0,66.54203816,0,0.13,0.04,-4.180522258
146,1,0,80.234342,7.339627,110.6709505,2,726.921,0.13,1,0,110.6709505,0,0.13,0.04,-4.574710979
171,1,0,80.184219,7.315063,65.88732692,2,455.706,0.13,1,0,65.88732692,0,0.13,0.04,-4.733270189
165,1,1,80.174328,7.311069,87.04040249,2,422.825,0.13,1,0,87.04040249,0,0.13,0.04,-4.697445462
146,1,0,80.217422,7.29631,84.38001216,2,574.789,0.13,1,0,84.38001216,0,0.13,0.04,-4.574710979
148,2,0,80.305902,7.405541,112.8988271,2,445.143,0.14,1,0,112.8988271,0,0.14,0.05,-4.070734697
159,1,0,80.31842,7.416711,122.1143973,2,474.073,0.14,1,0,122.1143973,0,0.14,0.05,-4.660289485
171,2,0,80.29451,7.35952,115.4817443,2,351.7685743,0.14,1,0,115.4817443,0,0.14,0.05,-4.216562195
162,1,1,80.328881,7.360309,98.52980898,2,110.6,0.14,1,0,98.52980898,0,0.14,0.05,-4.679040035
134,1,0,80.029336,7.910053,55.34557294,1,154.488,0.34,0,0,55.34557294,0,0.34,0.25,-4.48863637
151,0,0,79.949839,7.903996,46.36634269,1,70.148,0.34,0,0,46.36634269,0,0.34,0.25,-5.713732806
142,0,0,80.003091,7.879598,64.85268118,1,585.841,0.34,0,0,64.85268118,0,0.34,0.25,-5.65248918
145,1,1,79.876511,7.766612,26.04338324,1,206.72,0.26,0,0,26.04338324,0,0.26,0.17,-4.567814399
154,0,0,79.947566,7.684402,29.05436902,1,200.179,0.26,0,0,29.05436902,0,0.26,0.17,-5.733341277
144,0,0,79.841991,7.728665,14.48982508,1,405.238,0.14,0,0,14.48982508,0,0.14,0.05,-5.666426688
149,0,0,79.830836,7.682918,10.56030395,1,329.589,0.14,0,0,10.56030395,0,0.14,0.05,-5.700443573
142,1,0,79.874602,7.675217,15.63988899,1,289.714,0.14,0,0,15.63988899,0,0.14,0.05,-4.546834609
146,1,1,79.890294,7.675292,17.14328463,1,336.599,0.14,0,0,17.14328463,0,0.14,0.05,-4.574710979
140,2,1,79.888555,7.66274,18.63889216,1,225.09,0.14,0,0,18.63889216,0,0.14,0.05,-4.014579594
134,0,0,79.874362,7.587709,21.59728025,2,204.359,0.1,1,0,21.59728025,0,0.1,0.01,-5.59471138
164,1,0,79.799266,7.575211,7.1134,1,2445.11,0.1,0,0,7.1134,0,0.1,0.01,-4.691347882
157,0,0,79.794015,7.572254,7.242381264,1,3841.96,0.1,0,0,7.242381264,0,0.1,0.01,-5.752572639
157,0,0,79.804346,7.558145,6.010273648,1,2045.04,0.1,0,0,6.010273648,0,0.1,0.01,-5.752572639
144,0,0,79.875227,7.532003,26.36886859,2,552.2745002,0.06,1,0,26.36886859,0,0.06,0,-5.666426688
158,0,0,79.893982,7.511773,21.52602372,2,321.835,0.06,1,0,21.52602372,0,0.06,0,-5.758901774
143,0,0,79.86845,7.492395,15.7331928,2,141.596,0.06,1,0,15.7331928,0,0.06,0,-5.659482216
151,0,0,79.835595,7.481846,11.57275789,2,2702.57,0.06,1,0,11.57275789,0,0.06,0,-5.713732806
162,0,0,79.806976,7.496489,8.90996,2,1527.51,0.05,1,0,8.90996,0,0.05,0,-5.783825182
129,0,0,79.831072,7.417885,16.63765133,2,1482.66,0.05,1,0,16.63765133,0,0.05,0,-5.556828062
161,1,1,79.822538,7.404349,17.59780423,2,1814.19,0.03,1,0,17.59780423,0,0.03,0,-4.672828834
141,0,0,79.893692,7.396857,13.10369987,2,475.832,0.03,1,0,13.10369987,0,0.03,0,-5.645446898
175,0,0,79.853663,7.379017,10.45904699,2,800.955,0.03,1,0,10.45904699,0,0.03,0,-5.860786223
157,1,1,79.855125,7.363679,11.9531004,2,5000,0.03,1,0,11.9531004,0,0.03,0,-4.647590902
130,0,0,79.83388,7.345665,17,2,3410.33,0.01,1,0,17,0,0.01,0,-5.564520407
145,2,1,79.837505,7.333999,17.41882414,2,1723.15,0.01,1,0,17.41882414,0,0.01,0,-4.050044303
166,0,0,79.903044,7.362777,39.44861521,2,560.592,0.03,1,0,39.44861521,0,0.03,0,-5.80814249
138,1,0,79.87683,7.300122,14.99535034,2,1075.94,0.03,1,0,14.99535034,0,0.03,0,-4.518158809
132,0,0,79.89071,7.303404,17.68077299,2,1384.7,0.03,1,0,17.68077299,0,0.03,0,-5.579729826
148,1,1,80.398379,8.347734,87.14288939,1,525.964,0.32,0,0,87.14288939,0,0.32,0.23,-4.588363068
147,0,0,80.590517,8.495103,112.9326092,1,81.947,0.48,0,0,112.9326092,0,0.48,0.39,-5.686975356
153,1,0,80.612711,8.527441,107.2987698,1,167.359,0.48,0,0,107.2987698,0,0.48,0.39,-4.621699488
143,3,0,80.614427,8.546996,113.2326992,1,102.936,0.48,0,0,113.2326992,0,0.48,0.39,-3.69244452
135,3,2,80.55034,8.446687,102.3508004,1,49.223,0.48,0,0,102.3508004,0,0.48,0.39,-3.633819677
183,1,1,80.515397,8.473294,86.14557114,1,189.019,0.48,0,0,86.14557114,0,0.48,0.39,-4.801285065
151,0,0,80.638462,8.460589,119.3323419,1,155.846,0.48,0,0,119.3323419,0,0.48,0.39,-5.713732806
165,1,1,80.588239,8.411642,104.4904085,1,152.795,0.48,0,0,104.4904085,0,0.48,0.39,-4.697445462
157,0,0,80.537932,8.411336,92.28228101,1,114.85,0.48,0,0,92.28228101,0,0.48,0.39,-5.752572639
142,1,0,80.754821,8.462933,93.2576796,1,126.47,0.45,0,0,93.2576796,0,0.45,0.36,-4.546834609
152,3,1,80.666145,8.447082,126.8335,1,127.33,0.45,0,0,126.8335,0,0.45,0.36,-3.754533424
154,1,1,80.768576,8.377554,106.7268028,1,132.796,0.45,0,0,106.7268028,0,0.45,0.36,-4.628235459
165,1,1,80.71109,8.38654,121.6384326,1,47.304,0.45,0,0,121.6384326,0,0.45,0.36,-4.697445462
140,1,1,80.679692,8.390776,124.3955731,1,96.337,0.45,0,0,124.3955731,0,0.45,0.36,-4.532599493
186,0,0,80.808069,8.566374,85.71564,1,226.793,0.58,0,0,85.71564,0,0.58,0.49,-5.92157842
178,0,0,80.856729,8.559054,62.84304391,1,53.465,0.58,0,0,62.84304391,0,0.58,0.49,-5.877735782
157,3,1,80.727031,8.536879,119.309284,1,68.001,0.58,0,0,119.309284,0,0.58,0.49,-3.787431128
164,4,4,80.726519,8.315423,110.0218365,1,256.838,0.46,0,0,110.0218365,0,0.46,0.37,-3.574216546
155,1,1,80.743111,8.298487,113.7195961,1,197.544,0.46,0,0,113.7195961,0,0.46,0.37,-4.634728988
148,0,0,80.74006,8.276121,115.8813955,1,231.075,0.46,0,0,115.8813955,0,0.46,0.37,-5.693732139
154,0,0,80.604951,8.293351,127.1937494,1,138.919,0.31,0,0,127.1937494,0,0.31,0.22,-5.733341277
139,0,0,80.562438,8.29567,113.1516425,1,94.868,0.31,0,0,113.1516425,0,0.31,0.22,-5.631211782
156,0,0,80.53521,8.319967,111.6438164,1,63.672,0.31,0,0,111.6438164,0,0.31,0.22,-5.746203191
160,0,0,80.510811,8.306754,120.4075119,1,151.042,0.31,0,0,120.4075119,0,0.31,0.22,-5.771441123
145,0,0,80.417078,8.348438,85.69635185,1,1043.86,0.11,0,0,85.69635185,0,0.11,0.02,-5.673323267
148,0,0,80.424363,8.299405,103.9059331,1,1052.66,0.11,0,0,103.9059331,0,0.11,0.02,-5.693732139
144,1,0,80.417938,8.330334,92.5861094,1,1078.27,0.11,0,0,92.5861094,0,0.11,0.02,-4.560869927
149,0,0,80.414567,8.318311,96.66355349,1,4696.87,0.11,0,0,96.66355349,0,0.11,0.02,-5.700443573
179,0,0,80.394536,8.307416,89.01785725,1,2890.13,0.11,0,0,89.01785725,0,0.11,0.02,-5.883322388
147,0,0,80.484402,8.290712,110.4017247,1,169.867,0.11,0,0,110.4017247,0,0.11,0.02,-5.686975356
152,0,0,80.430832,8.286785,99.37648118,1,368.466,0.11,0,0,99.37648118,0,0.11,0.02,-5.720311777
135,1,1,80.354619,8.304724,114.7269288,1,157.246,0.3,0,0,114.7269288,0,0.3,0.21,-4.496099091
147,2,0,80.197438,8.247883,80.36993235,1,110.822,0.51,0,0,80.36993235,0,0.51,0.42,-4.063885355
152,2,2,80.154187,8.245188,62.40184,1,268.362,0.51,0,0,62.40184,0,0.51,0.42,-4.097672352
152,0,0,80.132478,8.220815,55.38108581,1,123.811,0.32,0,0,55.38108581,0,0.32,0.23,-5.720311777
159,2,1,80.158598,8.214746,58.67980004,1,373.787,0.32,0,0,58.67980004,0,0.32,0.23,-4.143134726
132,1,1,80.197939,8.189441,64.1917662,1,301.368,0.32,0,0,64.1917662,0,0.32,0.23,-4.473541744
149,4,4,80.189222,8.171629,56.2828399,1,230.029,0.32,0,0,56.2828399,0,0.32,0.23,-3.47609869
175,0,0,80.337258,8.197723,100.9670744,1,233.371,0.4,0,0,100.9670744,0,0.4,0.31,-5.860786223
125,0,0,80.343654,8.17163,105.3308,1,215.087,0.4,0,0,105.3308,0,0.4,0.31,-5.525452939
153,1,1,80.289866,8.166589,83.31227387,1,1084.51,0.4,0,0,83.31227387,0,0.4,0.31,-4.621699488
152,0,0,80.29926,8.160345,92.7207184,1,917.041,0.4,0,0,92.7207184,0,0.4,0.31,-5.720311777
168,0,0,80.291755,8.24365,104.6319544,1,629.325,0.4,0,0,104.6319544,0,0.4,0.31,-5.82008293
135,0,0,80.5018,8.281698,118.0772486,1,507.709,0.61,0,0,118.0772486,0,0.61,0.52,-5.602118821
136,3,3,80.532558,8.27114,120.7701923,1,39.157,0.61,0,0,120.7701923,0,0.61,0.52,-3.641338509
146,2,1,80.610549,8.260832,129.9310927,1,175.088,0.61,0,0,129.9310927,0,0.61,0.52,-4.056988776
142,1,1,80.629432,8.267862,133.8650772,1,107.261,0.61,0,0,133.8650772,0,0.61,0.52,-4.546834609
136,0,0,80.502358,8.210269,112.9729059,1,61.395,0.61,0,0,112.9729059,0,0.61,0.52,-5.609471795
157,1,1,80.451854,8.20128,121.6448578,1,69.779,0.61,0,0,121.6448578,0,0.61,0.52,-4.647590902
150,1,0,80.595512,8.151176,128.2432,1,85.466,0.61,0,0,128.2432,0,0.61,0.52,-4.601831285
147,0,0,80.637425,8.135901,150.9630538,1,58.123,0.61,0,0,150.9630538,0,0.61,0.52,-5.686975356
146,5,5,80.625189,8.127351,137.4678415,1,347.245,0.61,0,0,137.4678415,0,0.61,0.52,-3.247551625
125,2,2,80.671663,8.168187,159.8608698,1,84.004,0.39,0,0,159.8608698,0,0.39,0.3,-3.899950424
166,0,0,80.587961,8.071617,152.0911417,1,112.63,0.39,0,0,152.0911417,0,0.39,0.3,-5.80814249
132,0,0,80.563169,8.051772,145.3095522,1,133.726,0.39,0,0,145.3095522,0,0.39,0.3,-5.579729826
160,2,2,80.612577,8.059904,149.9922738,1,196.787,0.39,0,0,149.9922738,0,0.39,0.3,-4.149463861
177,0,0,80.5843,8.015445,136.1027776,1,86.625,0.39,0,0,136.1027776,0,0.39,0.3,-5.872117789
146,0,0,80.619273,7.936655,147.0607568,1,152.002,0.39,0,0,147.0607568,0,0.39,0.3,-5.680172609
172,1,1,80.627716,7.918068,162.8280393,1,195.712,0.39,0,0,162.8280393,2.82803927,0.39,0.3,-4.739118158
140,0,0,80.751016,8.050525,169.2551219,1,101.641,0.43,0,0,169.2551219,9.25512192,0.43,0.34,-5.638354669
166,0,0,80.526552,8.066209,134.1155615,1,124.026,0.39,0,0,134.1155615,0,0.39,0.3,-5.80814249
151,0,0,80.48563,8.074339,117.967717,1,1638.212075,0.39,0,0,117.967717,0,0.39,0.3,-5.713732806
143,0,0,80.527554,8.044229,129.2724141,1,367.683,0.39,0,0,129.2724141,0,0.39,0.3,-5.659482216
168,0,0,80.376538,8.075207,102.1834042,1,262.732,0.51,0,0,102.1834042,0,0.51,0.42,-5.82008293
154,2,1,80.44912,8.046078,120.7171404,1,324.626,0.51,0,0,120.7171404,0,0.51,0.42,-4.110873864
167,2,0,80.443471,8.052851,117.0416424,1,972.559,0.51,0,0,117.0416424,0,0.51,0.42,-4.192680463
146,1,0,80.382027,8.061328,102.8408067,1,204.562,0.51,0,0,102.8408067,0,0.51,0.42,-4.574710979
157,1,1,80.436559,8.000529,129.1980563,1,175.722,0.51,0,0,129.1980563,0,0.51,0.42,-4.647590902
150,1,1,80.516408,7.976796,132.1286703,1,297.584,0.49,0,0,132.1286703,0,0.49,0.4,-4.601831285
163,2,2,80.533173,7.958031,138.0975961,1,166.8093255,0.49,0,0,138.0975961,0,0.49,0.4,-4.168214411
155,3,2,80.474998,7.935622,150.1752045,1,138.804,0.49,0,0,150.1752045,0,0.49,0.4,-3.774401628
142,0,0,80.55599,7.941845,145.874753,1,346.371,0.49,0,0,145.874753,0,0.49,0.4,-5.65248918
131,0,0,80.481469,7.901337,169.4156236,1,43.428,0.49,0,0,169.4156236,9.415623632,0.49,0.4,-5.572154032
136,3,2,80.49255,7.895649,172.5181975,1,270.598,0.49,0,0,172.5181975,12.51819752,0.49,0.4,-3.641338509
151,4,4,80.513333,7.894328,166.41992,1,579.609,0.49,0,0,166.41992,6.41992,0.49,0.4,-3.489750779
150,1,1,80.937708,8.194503,93.65198461,1,43.588,0.45,0,0,93.65198461,0,0.45,0.36,-4.601831285
150,0,0,80.968605,8.16972,75.76147536,1,312.908,0.45,0,0,75.76147536,0,0.45,0.36,-5.707110265
147,0,0,80.974973,8.151999,63.04825721,1,768.661,0.45,0,0,63.04825721,0,0.45,0.36,-5.686975356
154,0,0,80.964328,8.108363,65.41086645,1,255.8607154,0.45,0,0,65.41086645,0,0.45,0.36,-5.733341277
159,0,0,81.040648,8.109851,38.60872,1,102.73,0.45,0,0,38.60872,0,0.45,0.36,-5.765191103
168,1,1,81.00349,8.093296,49.62392,1,421.626,0.45,0,0,49.62392,0,0.45,0.36,-4.715518243
154,2,1,81.015783,8.092638,44.07153998,1,1167.96,0.38,0,0,44.07153998,0,0.38,0.29,-4.110873864
150,0,0,81.039657,8.09641,36.79244827,1,183.714,0.38,0,0,36.79244827,0,0.38,0.29,-5.707110265
157,0,0,81.087754,8.06962,35.26963789,1,524.313,0.38,0,0,35.26963789,0,0.38,0.29,-5.752572639
153,0,0,81.036073,8.039496,50.97364,1,440.789,0.38,0,0,50.97364,0,0.38,0.29,-5.726847748
150,1,1,81.035852,8.017752,50.93889495,1,204.545,0.38,0,0,50.93889495,0,0.38,0.29,-4.601831285
138,0,0,81.047354,8.016313,45.64032451,1,330.06,0.38,0,0,45.64032451,0,0.38,0.29,-5.624017506
137,0,0,81.113833,7.984981,38.85768,1,90.047,0.38,0,0,38.85768,0,0.38,0.29,-5.616771098
149,0,0,81.060356,8.001834,39.72179564,1,381.173,0.38,0,0,39.72179564,0,0.38,0.29,-5.700443573
155,1,0,81.200413,8.097933,26.80152,1,17.779,0.5,0,0,26.80152,0,0.5,0.41,-4.634728988
157,0,0,81.193095,7.97365,46.0282004,1,225.466,0.5,0,0,46.0282004,0,0.5,0.41,-5.752572639
137,2,1,81.143466,7.834653,57.37005382,1,381.594,0.39,0,0,57.37005382,0,0.39,0.3,-3.992680908
139,1,1,81.026488,7.809009,49.02324,1,415.948,0.39,0,0,49.02324,0,0.39,0.3,-4.525405218
163,2,2,81.05272,7.78573,52.94472736,1,162.103,0.39,0,0,52.94472736,0,0.39,0.3,-4.168214411
131,2,2,81.201384,7.690511,196.6408581,2,42.611,0.39,1,0,196.6408581,36.64085808,0.39,0.3,-3.947390149
143,0,0,81.151367,7.685714,98.22832589,2,244.522,0.39,1,0,98.22832589,0,0.39,0.3,-5.659482216
128,1,1,81.015427,8.000734,52.7932139,1,353.078,0.19,0,0,52.7932139,0,0.19,0.1,-4.442651256
148,0,0,81.089463,7.991924,35.72977637,1,281.509,0.19,0,0,35.72977637,0,0.19,0.1,-5.693732139
164,0,0,81.067927,7.949492,42.54963877,1,0,0.19,0,0,42.54963877,0,0.19,0.1,-5.796057751
153,0,0,81.030416,7.958093,49.84856369,1,403.571,0.19,0,0,49.84856369,0,0.19,0.1,-5.726847748
155,0,0,80.960958,7.961181,76.45288813,1,93.46623188,0.19,0,0,76.45288813,0,0.19,0.1,-5.739792912
136,0,0,80.993818,7.93362,60.12295718,1,199.211,0.19,0,0,60.12295718,0,0.19,0.1,-5.609471795
153,0,0,81.005516,7.913298,60.83423276,1,430.827,0.19,0,0,60.83423276,0,0.19,0.1,-5.726847748
143,2,2,81.014873,7.896313,53.12132607,1,232.208,0.19,0,0,53.12132607,0,0.19,0.1,-4.036008985
153,2,2,80.853362,7.878169,128.18512,1,171.092,0.49,0,0,128.18512,0,0.49,0.4,-4.104294893
153,3,3,80.828553,7.865239,170.4886878,1,45.263,0.49,0,0,170.4886878,10.4886878,0.49,0.4,-3.761200116
147,2,0,80.779208,7.756295,161.8802772,1,33.137,0.49,0,0,161.8802772,1.880277184,0.49,0.4,-4.063885355
166,0,0,81.081436,7.206005,259.8350979,2,198.173,0.55,1,0,259.8350979,99.83509786,0.55,0.46,-5.80814249
162,0,0,81.092915,7.144559,450.3003058,2,68.577,0.48,1,0,450.3003058,290.3003058,0.48,0.39,-5.783825182
133,0,0,81.045244,7.135578,378.119396,2,170.285,0.48,1,0,378.119396,218.119396,0.48,0.39,-5.587248658
168,0,0,81.007236,7.167528,170.29503,2,384.414,0.68,1,0,170.29503,10.29503002,0.68,0.59,-5.82008293
143,1,1,80.973662,7.129014,548.7368937,3,82.835,0.68,0,1,548.7368937,388.7368937,0.68,0.59,-4.553876892
151,1,0,80.976653,7.028197,842.7862042,3,190.059,0.68,0,1,842.7862042,682.7862042,0.68,0.59,-4.608497976
165,1,1,80.984187,7.036157,845.2624461,3,447.218,0.68,0,1,845.2624461,685.2624461,0.68,0.59,-4.697445462
158,0,0,80.995639,7.028635,1022.021976,3,618.201,0.68,0,1,1022.021976,862.0219756,0.68,0.59,-5.758901774
107,2,1,81.022711,7.055944,910.14491,3,121.679,0.22,0,1,910.14491,750.14491,0.22,0.13,-3.742420221
93,0,0,81.0547,7.020544,644.078985,3,378.898,0.22,0,1,644.078985,484.078985,0.22,0.13,-5.231108617
114,1,1,81.037709,7.012782,754.921144,3,977.428,0.22,0,1,754.921144,594.921144,0.22,0.13,-4.326337729
115,0,0,81.016294,7.015378,990.6022589,3,629.847,0.22,0,1,990.6022589,830.6022589,0.22,0.13,-5.442417711
153,0,0,81.142248,6.952434,851.1374826,3,438.353,0.2,0,1,851.1374826,691.1374826,0.2,0.11,-5.726847748
155,0,0,81.135021,6.921637,1250.476069,3,329.371,0.2,0,1,1250.476069,1090.476069,0.2,0.11,-5.739792912
154,0,0,81.121665,6.90358,1196.495882,3,491.026,0.2,0,1,1196.495882,1036.495882,0.2,0.11,-5.733341277
168,0,0,81.202755,7.054289,756.9247162,2,122.7285746,0.12,1,0,756.9247162,596.9247162,0.12,0.03,-5.82008293
151,0,0,81.193395,7.047047,820.4371581,2,1093.01,0.12,1,0,820.4371581,660.4371581,0.12,0.03,-5.713732806
160,0,0,81.180871,7.046995,1069.309294,2,98.112,0.12,1,0,1069.309294,909.3092941,0.12,0.03,-5.771441123
112,0,0,81.185712,7.030468,1090.586826,2,152.721,0.12,1,0,1090.586826,930.586826,0.12,0.03,-5.416100402
209,0,0,81.201535,6.988411,776.1090926,2,699.302,0.12,1,0,776.1090926,616.1090926,0.12,0.03,-6.03787092
136,0,0,81.049693,7.001868,784.5574884,3,3220.28,0.06,0,1,784.5574884,624.5574884,0.06,0,-5.609471795
130,0,0,81.056912,7.001572,713.1419321,3,4089.02,0.06,0,1,713.1419321,553.1419321,0.06,0,-5.564520407
137,2,2,81.104947,7.004802,1030.234197,3,426.645,0.06,0,1,1030.234197,870.234197,0.06,0,-3.992680908
139,0,0,81.102264,6.965357,905.8930657,3,1065.068875,0.06,0,1,905.8930657,745.8930657,0.06,0,-5.631211782
156,0,0,81.060711,6.965275,779.2116748,3,897.31,0.17,0,1,779.2116748,619.2116748,0.17,0.08,-5.746203191
164,0,0,81.030847,6.960776,790.5617523,3,1207.77,0.17,0,1,790.5617523,630.5617523,0.17,0.08,-5.796057751
133,1,1,80.99809,6.960572,1117.686916,3,531.654,0.17,0,1,1117.686916,957.6869158,0.17,0.08,-4.481117537
147,0,0,81.06697,6.948024,795.9995554,3,599.418,0.17,0,1,795.9995554,635.9995554,0.17,0.08,-5.686975356
169,0,0,81.076538,6.962285,828.4577227,3,435.114,0.17,0,1,828.4577227,668.4577227,0.17,0.08,-5.826000107
140,0,0,80.960398,6.92672,964.1133794,3,170.957,0.17,0,1,964.1133794,804.1133794,0.17,0.08,-5.638354669
177,2,2,80.985849,6.918386,1223.485545,3,985.796,0.17,0,1,1223.485545,1063.485545,0.17,0.08,-4.251348311
152,0,0,80.996455,6.895815,1202.851929,3,619.088,0.17,0,1,1202.851929,1042.851929,0.17,0.08,-5.720311777
158,0,0,80.991933,6.878224,1308.378856,3,921.096,0.17,0,1,1308.378856,1148.378856,0.17,0.08,-5.758901774
167,0,0,80.976507,6.874621,1189.505326,3,636.11,0.17,0,1,1189.505326,1029.505326,0.17,0.08,-5.814130532
107,0,0,80.952129,7.032193,797.1864314,3,155.276,0.43,0,1,797.1864314,637.1864314,0.43,0.34,-5.370638028
160,1,1,80.932993,7.02377,975.5793435,3,893.127,0.43,0,1,975.5793435,815.5793435,0.43,0.34,-4.666578814
155,1,1,80.932402,7.008404,1081.558981,3,1012.608828,0.43,0,1,1081.558981,921.5589805,0.43,0.34,-4.634728988
168,0,0,80.879276,6.965842,1312.969619,3,720.847,0.43,0,1,1312.969619,1152.969619,0.43,0.34,-5.82008293
171,0,0,80.864049,6.962128,1255.764832,3,812.251,0.43,0,1,1255.764832,1095.764832,0.43,0.34,-5.837730447
143,1,1,80.853256,6.963735,1372.535037,3,197.805,0.43,0,1,1372.535037,1212.535037,0.43,0.34,-4.553876892
162,0,0,80.880177,6.950813,1112.436127,3,2800.3,0.43,0,1,1112.436127,952.4361273,0.43,0.34,-5.783825182
171,0,0,80.882548,6.946025,1114.14983,3,1505.73,0.43,0,1,1114.14983,954.1498301,0.43,0.34,-5.837730447
175,0,0,80.900862,6.957597,1177.313442,3,215.591,0.43,0,1,1177.313442,1017.313442,0.43,0.34,-5.860786223
177,0,0,80.914982,6.971355,1182.956169,3,713.685,0.43,0,1,1182.956169,1022.956169,0.43,0.34,-5.872117789
194,0,0,80.867945,6.936734,1171.024231,3,1035.86,0.43,0,1,1171.024231,1011.024231,0.43,0.34,-5.963579344
174,0,0,80.916277,6.918868,1111.116703,3,325.901,0.43,0,1,1111.116703,951.116703,0.43,0.34,-5.855071922
175,0,0,80.92056,6.911234,1065.725423,3,372.7658529,0.43,0,1,1065.725423,905.7254231,0.43,0.34,-5.860786223
194,0,0,80.807979,6.907873,1878.968037,3,90.842,0.39,0,1,1878.968037,1718.968037,0.39,0.3,-5.963579344
180,0,0,80.841642,6.900641,1521.418362,3,698.732,0.39,0,1,1521.418362,1361.418362,0.39,0.3,-5.888877958
150,0,0,80.882067,6.867981,1251.991659,3,401.592,0.39,0,1,1251.991659,1091.991659,0.39,0.3,-5.707110265
178,2,2,80.929673,6.864064,1220.753549,3,822.276,0.39,0,1,1220.753549,1060.753549,0.39,0.3,-4.257030144
156,0,0,80.92994,6.855065,1269.188131,3,618.754,0.39,0,1,1269.188131,1109.188131,0.39,0.3,-5.746203191
169,0,0,80.87161,6.857719,1300.79149,3,2437.73,0.39,0,1,1300.79149,1140.79149,0.39,0.3,-5.826000107
209,1,1,80.999308,6.869465,1318.821886,3,2783.57,0.15,0,1,1318.821886,1158.821886,0.15,0.06,-4.934473933
153,0,0,80.970674,6.856412,1126.257887,3,298.436,0.15,0,1,1126.257887,966.2578871,0.15,0.06,-5.726847748
157,0,0,80.976093,6.847962,1182.454661,3,2105.36,0.15,0,1,1182.454661,1022.454661,0.15,0.06,-5.752572639
177,0,0,80.993861,6.838143,1212.681555,3,1277.04,0.15,0,1,1212.681555,1052.681555,0.15,0.06,-5.872117789
161,0,0,80.987285,6.842299,1195.044879,3,1765.38,0.15,0,1,1195.044879,1035.044879,0.15,0.06,-5.777652323
157,0,0,80.990935,6.811287,1319.164226,3,1705,0.15,0,1,1319.164226,1159.164226,0.15,0.06,-5.752572639
160,1,0,81.008305,6.890967,1171.695354,3,383.212,0.17,0,1,1171.695354,1011.695354,0.17,0.08,-4.666578814
