"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"1594",429332.570567719,566816.488324056,2.70463750062788e-07,6.29606014546091e-09,1.20042949580679e-07,0,4.19415816521607e-08,1.94638494654953e-07,6.99838159645694e-09,6.40381217692498e-07,2.94216573629158e-06,6.04723567099175e-06,2.61078340410559e-05,8064.51290246683,0.00155067820126239,0.00471672580374597,2
"1595",433927.570567719,566816.488324056,2.48461788032728e-07,6.2177283460807e-09,1.07098522272864e-07,0,3.99819324314876e-08,1.59646224684451e-07,7.53034357786619e-09,5.68936539345477e-07,2.60316199179877e-06,5.34171877423356e-06,2.28262460945788e-05,11808.4500106307,0.00157364962322699,0.0050474884630731,2
"1596",438522.570567719,566816.488324056,2.65713136826662e-07,7.09735466231098e-09,2.14269779252874e-07,0,8.11095191011191e-08,3.45686960390168e-07,2.14918779162243e-08,9.35368628149358e-07,4.921163122798e-06,8.59249274653973e-06,4.23734034834256e-05,10383.8776085364,0.00169550453644938,0.0055895159340194,2
"1597",443117.570567719,566816.488324056,2.5973567341353e-07,8.82042218430801e-09,2.92572707838445e-07,0,1.21826424503979e-07,4.58426947069768e-07,3.93683394217526e-08,1.18075051443178e-06,6.61548244863808e-06,1.06004051179942e-05,5.55010844423276e-05,10479.2994291959,0.00195461112250452,0.00578665858338348,2
"1598",447712.570567719,566816.488324056,2.37340755049331e-07,1.57970582032041e-08,2.96455297643661e-07,0,1.45415724350784e-07,4.27870197938773e-07,6.07416825726403e-08,1.18362071575839e-06,6.8200792780887e-06,1.02716219439747e-05,5.47416412174095e-05,6654.06126312026,0.00216506426239997,0.00552318853651441,2
"1599",452307.570567719,566816.488324056,2.27610894132368e-07,1.52076330695028e-08,3.28812928884759e-07,0,1.83334123882162e-07,5.24806785584531e-07,7.78704447590428e-08,1.35764281031237e-06,8.02553068771084e-06,1.15922552331171e-05,6.32169141883687e-05,4764.00093676335,0.00197264472569635,0.00489490202018686,2
"1600",456902.570567719,566816.488324056,2.57662365665823e-07,1.84070733100228e-08,2.16481610859631e-07,0,1.67533032335854e-07,2.20261890060414e-07,6.09501877857355e-08,9.4129616001748e-07,5.40792559189374e-06,7.6916786837522e-06,3.90606335149979e-05,6387.24529998835,0.00217453105041016,0.00617133852222784,2
"1601",461497.570567719,566816.488324056,2.53274183403818e-07,4.34494577539191e-08,1.81384963049425e-07,0,1.83599142111746e-07,1.47688421048287e-07,8.49308396944082e-08,8.94327007061602e-07,5.08509609348229e-06,6.89369851858412e-06,3.34127556435027e-05,6450.25471163186,0.00251292216290407,0.00637507996868483,2
"1602",466092.570567719,566816.488324056,3.05011619516904e-07,3.29079140604094e-08,3.32209450615295e-07,0,2.2852095149517e-07,4.04746218762853e-07,1.11217147491516e-07,1.41461330194215e-06,8.27685025173164e-06,1.15455320315316e-05,6.07663099481126e-05,8933.65320741586,0.00228105287214465,0.00627757326165255,2
"1603",470687.570567719,566816.488324056,2.71567332177369e-07,4.06640408012748e-08,3.29142848087827e-07,0,2.33578484110097e-07,4.34154039830048e-07,1.03578917665104e-07,1.41268566267172e-06,8.34497003610046e-06,1.15595969789606e-05,6.15059449193822e-05,11895.0101788957,0.00217339482174916,0.00512551524613746,2
"1604",475282.570567719,566816.488324056,1.90232230634635e-07,1.5010265819182e-07,2.20776559256564e-07,0,2.41106959286697e-07,2.43021725410131e-07,1.28699576329439e-07,1.17393970910928e-06,6.69515527140785e-06,8.89335218912102e-06,4.312428844222e-05,8017.56400877932,0.00268717453118499,0.0043647509345986,1
"1605",479877.570567719,566816.488324056,1.61892433403477e-07,2.15942962400462e-07,2.29105816984543e-07,0,2.42317766740996e-07,2.30781209697994e-07,1.24089788444692e-07,1.20412997767216e-06,6.69419681165184e-06,9.22826731353243e-06,4.32788758686353e-05,10271.1245785164,0.00237993360210914,0.00352454359023119,2
"1606",484472.570567719,566816.488324056,2.16819065812501e-07,1.39087114492398e-07,2.38575750710623e-07,0,2.30753653518434e-07,2.64999501453644e-07,1.1188375093063e-07,1.20211883691823e-06,6.78516779983873e-06,9.3989590361776e-06,4.56571997018429e-05,10631.3890247623,0.00244068848703634,0.00326834888192635,2
"1607",489067.570567719,566816.488324056,1.94454274793365e-07,1.66730064532494e-07,2.55532871307196e-07,0,2.59037211236546e-07,3.02076568203802e-07,1.18679206240202e-07,1.2965101963136e-06,7.41273177540247e-06,1.00837286283184e-05,4.95860358304956e-05,6550.85038862934,0.00261289669941544,0.00415102020264921,1
"1608",493662.570567719,566816.488324056,1.00298112148955e-07,2.42271673167593e-07,2.21186813753604e-07,0,2.4589095337646e-07,2.22341938194148e-07,1.29836546181039e-07,1.1618260368218e-06,6.56200090931591e-06,8.72849477895343e-06,4.13964688630308e-05,1283.82487056008,0.00266237269773534,0.00334972557471286,1
"1609",498257.570567719,566816.488324056,1.92391833131467e-07,2.26341664077978e-07,2.96372065555772e-07,0,2.76577939217759e-07,4.38425544757592e-07,1.51049226015942e-07,1.58115827275651e-06,8.8463043268483e-06,1.25160941188973e-05,6.09459293183789e-05,372.577812260109,0.00294248189842197,0.00564105030174083,2
"1610",502852.570567719,566816.488324056,2.20746099621749e-07,1.90284797141338e-07,2.64098227731324e-07,0,2.67784831642359e-07,3.46257610139844e-07,1.46619081986543e-07,1.43579064826316e-06,8.0334136772775e-06,1.11638409232562e-05,5.36717681305365e-05,1663.49645656666,0.00180987178327133,0.0042990527013392,1
"1611",507447.570567719,566816.488324056,2.60449961153597e-07,9.99678114732561e-08,1.76852840150232e-07,0,1.78001745121392e-07,2.06831272997476e-07,6.33871396205077e-08,9.85490770516462e-07,5.23018710890666e-06,8.0384112327303e-06,3.64188433910617e-05,1664.16295039074,0.0030738745644236,0.00686988493780159,1
"1612",512042.570567719,566816.488324056,2.79994071483713e-07,1.42795056667921e-07,2.54748325545506e-07,0,2.63565559599499e-07,3.09023497457872e-07,1.50616320526709e-07,1.40074283128122e-06,7.825240810444e-06,1.08069225108753e-05,5.16695376240328e-05,427.139191106674,0.00475178386873893,0.00530435597738261,1
"1613",516637.570567719,566816.488324056,2.82061238365827e-07,5.42380420576194e-08,2.43533032850962e-07,0,2.0023362745647e-07,2.67537553888531e-07,7.47762397557139e-08,1.12237973437512e-06,6.3553062641386e-06,9.14917579375452e-06,4.54987917726246e-05,2888.78227824547,0.00323281778644317,0.00471899761831173,2
"1614",521232.570567719,566816.488324056,3.19374217738755e-07,6.00396152794502e-08,2.15735489028646e-07,0,1.41368577732948e-07,2.18795565665175e-07,3.61395774695072e-08,9.91453042914481e-07,5.14917303345852e-06,8.59969418778861e-06,3.96443927099255e-05,5895.49564394854,0.00290898106081427,0.00437278743791089,3
"1615",525827.570567719,566816.488324056,3.28008483485576e-07,5.620523790828e-08,2.26110667078672e-07,0,1.3230996520619e-07,2.20630149261325e-07,3.87623356745692e-08,1.00202683861461e-06,5.17993195392474e-06,8.74523760863166e-06,4.04444558483874e-05,4190.28840271362,0.00270008520713423,0.0040105054699505,2
"1616",530422.570567719,566816.488324056,3.27416064038744e-07,6.43554280976844e-08,2.29282474784043e-07,0,1.33197511242855e-07,2.2084047524018e-07,3.94987567653438e-08,1.01459071016885e-06,5.22661738366903e-06,8.85803571210042e-06,4.08094151843619e-05,3310.31737508288,0.00309062037770885,0.0043885098928815,2
"1617",535017.570567719,566816.488324056,3.29795046383197e-07,7.51698893131092e-08,3.75411659980784e-07,0,2.39132588841784e-07,4.61661471717889e-07,1.18933939696753e-07,1.60010459593352e-06,9.15129014711358e-06,1.32567123801719e-05,6.83511875085863e-05,5069.05875835718,0.00391873715043286,0.00514977004654694,1
"1618",539612.570567719,566816.488324056,3.2238233149684e-07,8.55525171816751e-08,4.64533130184464e-07,0,2.77087503608442e-07,6.4935062127347e-07,1.43488317227991e-07,1.94239442097288e-06,1.13251402674708e-05,1.61929368294178e-05,8.61069082918053e-05,4057.65450791175,0.0036232069488118,0.00610548959105167,1
"1619",544207.570567719,566816.488324056,2.88348332766475e-07,5.66271745050528e-08,3.62857447200327e-07,0,2.12989164527499e-07,4.05149383375658e-07,8.25106214463744e-08,1.40848212382139e-06,8.18688570847215e-06,1.1851301493504e-05,6.25040420096923e-05,7809.76308877368,0.00236091461745091,0.00633072942963795,1
"1621",553397.570567719,566816.488324056,3.89615356866102e-07,5.95408675696518e-08,2.48855313689234e-07,0,1.98353774294446e-07,1.78184806021164e-07,6.64106988845781e-08,1.14096081732518e-06,6.10254005717348e-06,9.42343546322943e-06,4.35544586313563e-05,43.6888835928933,0.00245709027100784,0.0065520938642709,2
"1622",557992.570567719,566816.488324056,3.15454957267036e-07,5.44257384715863e-08,3.10466860664604e-07,0,2.29748650770745e-07,2.67615118954012e-07,7.2046132448822e-08,1.24975745857681e-06,7.23690943549293e-06,1.02409188383334e-05,5.23961976487408e-05,21.3302564253006,0.0022495303899446,0.00631846495547108,2
"1623",562587.570567719,566816.488324056,3.12643390287803e-07,4.97782176589467e-08,2.5585520546656e-07,0,1.64240066879984e-07,2.09682402552147e-07,4.33658607912335e-08,1.03556514363667e-06,5.672914488275e-06,8.81567822108575e-06,4.28905837184246e-05,130.482230159914,0.00195285367183553,0.00566102262206673,2
"1624",567182.570567719,566816.488324056,3.05138017964168e-07,4.17029482613351e-08,2.45706268220403e-07,0,1.48712438363674e-07,2.03217772831721e-07,3.83447281704363e-08,9.82822173811737e-07,5.35091074677085e-06,8.44213211603773e-06,4.10286214610478e-05,534.104264334339,0.0026872262362654,0.00475832474196809,2
"1625",571777.570567719,566816.488324056,3.02607443103398e-07,3.25419105551283e-08,2.51150481300755e-07,0,1.8434380333332e-07,1.93196611597557e-07,5.16431037100862e-08,1.01548335360024e-06,5.76624036074946e-06,8.39963897927842e-06,4.19696097738176e-05,593.357588885472,0.00296912768775037,0.0046071845660431,3
"1626",576372.570567719,566816.488324056,3.04647702620287e-07,2.49044683209299e-08,2.40394788519893e-07,0,1.94936993214156e-07,1.74104701544664e-07,6.69301757350027e-08,1.00591882995493e-06,5.77883267599555e-06,8.09225776543521e-06,4.05285077452744e-05,441.857949739684,0.00321425398427493,0.00439364476534133,2
"1627",580967.570567719,566816.488324056,3.44987489242499e-07,2.33604034727275e-08,2.23435014490292e-07,0,1.91500736157479e-07,1.34102249749191e-07,5.69149581908235e-08,9.74300851303012e-07,5.42782385734575e-06,7.89026873621035e-06,3.77997793001295e-05,535.486264872971,0.00332770631245535,0.00488803385954262,2
"1629",590157.570567719,566816.488324056,3.17190706589088e-07,1.47674672767995e-08,2.11130707583607e-07,0,1.51989267394015e-07,2.46821179494816e-07,2.44254450137982e-08,9.66324773352123e-07,5.23874578262085e-06,8.37949385663894e-06,4.04292350778823e-05,704.986698847432,0.00376149746645523,0.00763457956916028,3
"1630",594752.570567719,566816.488324056,3.01776122313413e-07,1.08812030774619e-08,3.07592634918308e-07,2.99892628508047e-08,1.74091705495982e-07,1.2013011039258e-06,3.35660939321247e-09,2.02898864197498e-06,1.11426293865069e-05,1.8891088682485e-05,9.75591544305765e-05,1243.81946140291,0.00353744326756557,0.00671211087998908,3
"1631",599347.570567719,566816.488324056,2.94069880446557e-07,7.87920551026389e-09,3.28056466436522e-07,2.93217430336057e-08,1.67826643693303e-07,1.51158899086568e-06,2.41600556921684e-09,2.34115893555514e-06,1.27643955529083e-05,2.20684500844073e-05,0.000114299539018134,1940.21536790271,0.00328369591609143,0.00544128520711316,3
"1632",603942.570567719,566816.488324056,2.73883773438399e-07,5.394525909308e-09,2.21743809980524e-07,3.26945861495176e-08,1.28695531564915e-07,5.1124794309132e-07,5.52993963814918e-09,1.17919010977213e-06,6.53043308306012e-06,1.0677789989276e-05,5.43622975731212e-05,14342.3742641304,0.00264560935474099,0.00426707283792862,3
"1633",608537.570567719,566816.488324056,2.36701226619118e-07,3.25840379677977e-09,1.50474986249094e-07,0,9.12738358227472e-08,1.72688679800359e-07,1.06992416731844e-08,6.65096373961283e-07,3.52083795429614e-06,5.91575371379494e-06,2.82414519850172e-05,10185.8433471898,0.00251507040733092,0.00319707752302204,2
"1635",392572.570567719,562206.488324056,2.2368471519485e-07,2.02757121205502e-10,5.03967330089949e-08,0,1.40748943888713e-08,9.54930032825985e-08,1.09057880781638e-09,3.84942681804336e-07,1.47550348473147e-06,3.74108734805092e-06,1.37109009844716e-05,36647.0805859378,0.00196969033187612,0.00239728460520899,4
"1636",397167.570567719,562206.488324056,2.69368618965871e-07,3.25137685438376e-10,6.39991467599188e-08,0,1.81131448173666e-08,1.24318676464341e-07,1.72201374340486e-09,4.7784673843634e-07,1.86411246265233e-06,4.63617724695119e-06,1.72802157471638e-05,11636.9878861006,0.00148192089134813,0.00266038014865512,2
"1637",401762.570567719,562206.488324056,3.15368633430069e-07,1.65385796680947e-09,6.33842217601099e-08,0,1.88674903478514e-08,1.09425064231949e-07,2.17175545255688e-09,5.10871023189346e-07,1.88829565626143e-06,4.95709200038549e-06,1.74449574438266e-05,11488.8617949191,0.00153804751046887,0.00284492341779666,2
"1638",406357.570567719,562206.488324056,3.32358277788103e-07,1.45134902533595e-09,6.41340894835807e-08,0,1.99094158381818e-08,1.00752982068464e-07,2.30834765191368e-09,5.20914461855579e-07,1.89594977510581e-06,5.04900357882129e-06,1.7441187869182e-05,9971.38700444062,0.00148135321255001,0.00358320225512233,2
"1639",410952.570567719,562206.488324056,3.4587650432627e-07,2.48809717186965e-09,7.02260440910152e-08,0,2.2826791679087e-08,1.08152465982947e-07,3.0706457480878e-09,5.52640548999277e-07,2.04350357974666e-06,5.33898213650637e-06,1.86713455095338e-05,10220.4804032742,0.00139734907697082,0.00358952178572541,2
"1640",415547.570567719,562206.488324056,3.1239962794416e-07,3.63573251192795e-09,8.86595079574448e-08,0,2.8897672754713e-08,1.46298027914327e-07,3.60466980570129e-09,5.83495238888274e-07,2.37980593801278e-06,5.60022665134843e-06,2.158057011779e-05,9938.61566640637,0.00136844688850739,0.00360963671339103,2
"1641",420142.570567719,562206.488324056,2.59169139482651e-07,4.50445441363412e-09,8.54935084948494e-08,0,2.90581446127369e-08,1.46205828333024e-07,4.29118897360414e-09,5.28722264310499e-07,2.25414852297184e-06,5.0451949300534e-06,2.02756909022522e-05,8849.43228314598,0.00131047118472179,0.00387156662572738,2
"1642",424737.570567719,562206.488324056,2.52642090359245e-07,6.24829392392723e-09,1.1513771447369e-07,0,4.00502566666461e-08,2.04238700174386e-07,7.72533770287964e-09,6.26042393300774e-07,2.90068228418761e-06,5.9105440970153e-06,2.57861366392553e-05,7173.29433616571,0.00146748312098531,0.00465114430645837,2
"1643",429332.570567719,562206.488324056,2.88432095985058e-07,8.56790757786108e-09,1.36510175385851e-07,0,5.11923151647053e-08,2.12648827879747e-07,1.26719643944728e-08,7.10023286387695e-07,3.32871258004741e-06,6.62783897817376e-06,2.90193776616432e-05,6816.73452573806,0.00165287185159419,0.00537665673703137,2
"1644",433927.570567719,562206.488324056,2.59342239239402e-07,9.12896032378985e-09,1.58780014469784e-07,0,6.06913931333608e-08,2.67836454792558e-07,1.59057855775302e-08,7.71684847536425e-07,3.83958447332244e-06,7.14885665323295e-06,3.32885347927026e-05,6664.49290076076,0.00161289649721111,0.00537263190013721,2
"1645",438522.570567719,562206.488324056,2.35008458471242e-07,9.45084933923201e-09,1.90735892413585e-07,0,7.69307801906649e-08,3.19284207961346e-07,2.09495792935499e-08,8.52359767669619e-07,4.49678122306507e-06,7.79653600171959e-06,3.84513803354525e-05,8228.68610281854,0.00163285443623684,0.00528596334750159,2
"1646",443117.570567719,562206.488324056,2.28723452178059e-07,1.25526486288718e-08,2.38852793543742e-07,0,1.08033419987663e-07,3.56436838266916e-07,3.72946852289502e-08,9.81893837834202e-07,5.46710840391984e-06,8.72705227136783e-06,4.50948316376987e-05,10630.6330831595,0.00171071653028042,0.00559771063210285,2
"1647",447712.570567719,562206.488324056,2.45520859643023e-07,1.32809088171371e-08,3.0902298142621e-07,0,1.63742234438047e-07,4.33631524465738e-07,5.99352385499685e-08,1.22513374734012e-06,7.14169787752184e-06,1.05657246853852e-05,5.67185194828568e-05,10355.9606240663,0.00187663356427653,0.00572972673773112,2
"1648",452307.570567719,562206.488324056,2.09550191865304e-07,2.00383287740635e-08,3.15630167335712e-07,0,2.06239289202159e-07,4.04127366238072e-07,9.55726457974038e-08,1.25115798921271e-06,7.62064564918674e-06,1.02077510555354e-05,5.66087833746565e-05,9816.92282010133,0.00216207081504768,0.00592885046086046,2
"1649",456902.570567719,562206.488324056,1.9621338198661e-07,1.62901215849942e-08,2.49258898854521e-07,0,1.83431399847223e-07,3.13465929213663e-07,7.75541502129329e-08,1.03621388169994e-06,6.26975662221252e-06,8.38013166615248e-06,4.56694441213212e-05,10792.4462520148,0.00199285579907473,0.00526368721389787,2
"1650",461497.570567719,562206.488324056,1.99654353494338e-07,3.19834264905783e-08,2.13272873139658e-07,0,1.85233059113443e-07,2.09655310001722e-07,8.30197859347237e-08,9.22818808174464e-07,5.5362009753479e-06,7.18437859453802e-06,3.79126271750629e-05,9207.12358620193,0.0022953720262929,0.00683244277383889,2
"1651",466092.570567719,562206.488324056,2.30485985852624e-07,3.28879775635116e-08,3.25095196984648e-07,0,2.18574780497249e-07,4.18231696386329e-07,1.03276559415555e-07,1.32855219669992e-06,7.99118716854341e-06,1.08260094687784e-05,5.90347028421867e-05,15213.770924844,0.00223498491116344,0.00630242972917626,2
"1652",470687.570567719,562206.488324056,2.30544957791068e-07,4.09645020682525e-08,2.98843002344285e-07,0,2.40675954721326e-07,4.1527830951793e-07,1.08275410193315e-07,1.33458213663618e-06,8.02560199236746e-06,1.06866109915726e-05,5.75618309427428e-05,11010.6466527123,0.00246319629047188,0.00526514768430953,2
"1653",475282.570567719,562206.488324056,2.15225567590238e-07,8.97673391175857e-08,2.35715196694741e-07,0,2.48047395956519e-07,2.75082944867222e-07,1.16556566398529e-07,1.18039501062484e-06,6.96116813014847e-06,9.01860923696596e-06,4.59543089990078e-05,10062.6246828981,0.00237537603686661,0.00453829659297202,1
"1654",479877.570567719,562206.488324056,2.01696958468389e-07,1.42005111225529e-07,2.67955433397304e-07,0,2.64375948688667e-07,2.78307443313253e-07,1.34472686319498e-07,1.28881358141264e-06,7.53117531671066e-06,9.82724999643025e-06,4.9543911697647e-05,13672.1871166331,0.00244522259584199,0.00387782157621533,2
"1655",484472.570567719,562206.488324056,1.98824276598231e-07,1.33786181910622e-07,2.55367072377055e-07,0,2.51081672786313e-07,3.18232959983789e-07,1.32165854926924e-07,1.28945801858293e-06,7.46934797146714e-06,9.94751578198283e-06,4.99808064535756e-05,14486.1986279406,0.00226421015875524,0.00353437265188527,1
"1656",489067.570567719,562206.488324056,1.51909754775303e-07,2.61210571617099e-07,2.36564783318016e-07,0,2.58078497239467e-07,2.90503311628498e-07,1.32884862669158e-07,1.33115178124754e-06,7.28815905426394e-06,1.03090045677767e-05,4.76403131517422e-05,7387.37765436123,0.00233147827054471,0.00388611505093704,1
"1657",493662.570567719,562206.488324056,6.00943658168873e-08,2.42097151659237e-07,2.05214791826336e-07,0,2.42362143243469e-07,1.97057840933823e-07,1.31313633744412e-07,1.07813992722416e-06,6.20079665747397e-06,7.90304156583765e-06,3.79516803254987e-05,3215.96081085898,0.00241868366602286,0.00255002990976126,2
"1658",498257.570567719,562206.488324056,1.29896983502853e-07,3.2284192696963e-07,2.43637636732075e-07,0,2.65096667284581e-07,3.26362485036924e-07,1.43440723743282e-07,1.43127642326935e-06,7.67516042832206e-06,1.11661210480118e-05,5.04490384911627e-05,624.70375017664,0.00273394388476444,0.00418966223646476,1
"1659",502852.570567719,562206.488324056,1.70757880724182e-07,2.67056325387038e-07,2.58310802081496e-07,0,2.65464602300369e-07,3.71236884788573e-07,1.49534019167064e-07,1.48236051444872e-06,8.08309306543631e-06,1.16195467558811e-05,5.41735714583158e-05,771.407811304649,0.0028314869210097,0.00492671636789676,1
"1660",507447.570567719,562206.488324056,2.34335669091479e-07,1.22766920074291e-07,2.18229041060169e-07,0,2.22568185659355e-07,2.86149269612679e-07,1.11699760552142e-07,1.19574884605012e-06,6.6638973547084e-06,9.39421331591639e-06,4.50274134811135e-05,841.184534010802,0.00304487458093676,0.00680173985866171,1
"1661",512042.570567719,562206.488324056,2.80092589122205e-07,1.41281470189547e-07,2.69626188043048e-07,0,2.64659608451012e-07,3.23982128236366e-07,1.45359922099075e-07,1.42500190614125e-06,7.99714241106475e-06,1.10891625033638e-05,5.35958157257266e-05,933.313280506257,0.00466302803700252,0.00524530248189785,1
"1662",516637.570567719,562206.488324056,3.19504033896578e-07,7.06850081799715e-08,2.91935868368398e-07,0,2.11567629637699e-07,3.08410267102488e-07,8.16164950068199e-08,1.28371930219195e-06,7.19260662485066e-06,1.06216711593943e-05,5.27090414434994e-05,3490.46850872808,0.00320318390273816,0.00476462735476361,2
"1663",521232.570567719,562206.488324056,2.98659013076019e-07,5.84683471638314e-08,2.47665556063481e-07,0,1.44427652948309e-07,2.78653216501112e-07,4.48285339960108e-08,1.07270231974876e-06,5.74362463778844e-06,9.31257282088538e-06,4.49055698357181e-05,5065.57637108425,0.00275139977081688,0.0040623255756054,3
"1664",525827.570567719,562206.488324056,3.62894214234188e-07,6.5270047588939e-08,2.57978052697894e-07,0,1.36674275674764e-07,2.54007056721406e-07,4.01656895521185e-08,1.11698933646931e-06,5.73265507530785e-06,9.85168222900068e-06,4.55904042200306e-05,5342.68452740485,0.00271512911908204,0.00397311809946421,2
"1665",530422.570567719,562206.488324056,3.28655400672062e-07,6.99376221380277e-08,2.75728468501768e-07,0,1.73392899593949e-07,2.6816421927478e-07,6.47641524853526e-08,1.18064276266594e-06,6.39641117872181e-06,1.00097999571336e-05,4.83293445814326e-05,3387.6265242882,0.00315781140724023,0.00441043344033518,2
"1666",535017.570567719,562206.488324056,3.09769534467819e-07,1.00435711081204e-07,3.60297966572887e-07,0,2.72258216860166e-07,4.38846796235737e-07,1.35798367217888e-07,1.6174065924357e-06,9.33396486568761e-06,1.30460731013748e-05,6.69484616468985e-05,4621.89113319472,0.00433045580726866,0.00528191731107821,1
"1667",539612.570567719,562206.488324056,3.40575381230224e-07,9.97077287401282e-08,4.4657914610724e-07,0,2.97165480667161e-07,6.15513473078977e-07,1.88548556323553e-07,1.98808976614728e-06,1.15340051700663e-05,1.61038022898907e-05,8.43568460124899e-05,4351.8936487152,0.00358291313048906,0.00606530679794384,1
"1668",544207.570567719,562206.488324056,2.67006585730201e-07,6.14018089706292e-08,2.90375219869077e-07,0,1.76185517286598e-07,3.05725387672595e-07,6.65772584840241e-08,1.16727177801312e-06,6.60836240151674e-06,9.84022383276884e-06,5.01554658469683e-05,2655.43607821164,0.0022923134732182,0.00619462157191957,2
"1669",548802.570567719,562206.488324056,3.32969333882716e-07,6.60104141347873e-08,3.78794009492367e-07,0,2.12491460427344e-07,3.94505462963934e-07,7.3603060313232e-08,1.45837374121438e-06,8.30136143881166e-06,1.24338696463333e-05,6.4164646901288e-05,479.629810814555,0.00243652589065703,0.00573656375438167,2
"1670",553397.570567719,562206.488324056,3.43543357317344e-07,6.43072547434898e-08,4.04908027995532e-07,0,2.27393011975607e-07,4.20981427495803e-07,7.9174514722169e-08,1.54030759424995e-06,8.84454253891054e-06,1.30987542261707e-05,6.82524907558157e-05,216.488468728257,0.00245642710537348,0.00585911548795029,2
"1671",557992.570567719,562206.488324056,3.95147829124198e-07,6.11531481009564e-08,3.8472163677028e-07,0,2.16752391146713e-07,3.49738631832963e-07,7.64778050887926e-08,1.4839914420639e-06,8.30430580167629e-06,1.26343474368129e-05,6.37405891616982e-05,55.2581167999654,0.00229194830530443,0.0061066249266798,2
"1672",562587.570567719,562206.488324056,3.24671556306555e-07,5.15594975603051e-08,2.89441651535327e-07,0,1.68948250944823e-07,2.60857976552842e-07,4.9944274493896e-08,1.14542320739375e-06,6.30987386163184e-06,9.82209584687865e-06,4.85753702275105e-05,1606.53394197457,0.00192503961722516,0.00555897839468634,3
"1673",567182.570567719,562206.488324056,3.36735674011379e-07,4.90884561332727e-08,2.47829539556932e-07,0,1.51307994356031e-07,2.04313068241646e-07,3.81837234608717e-08,1.02745845576013e-06,5.46894374614526e-06,8.87177508596126e-06,4.20359567896433e-05,2208.70009671435,0.00196497799771642,0.00580834656150584,2
"1674",571777.570567719,562206.488324056,3.41481271703969e-07,4.25699036576965e-08,3.33439836630589e-07,0,2.04986896346071e-07,2.78784897833617e-07,6.51704893384064e-08,1.26643329551035e-06,7.22786752876958e-06,1.06428902766353e-05,5.44103861191969e-05,1349.75626381335,0.00243322959667629,0.00564026229307135,2
"1675",576372.570567719,562206.488324056,3.4008161620136e-07,3.67635164533198e-08,3.11093532268103e-07,0,1.97940321911005e-07,2.50316610550527e-07,5.92717647185381e-08,1.19546736210285e-06,6.79229186717478e-06,1.00356454851847e-05,5.08664208431764e-05,273.617016323456,0.00343725572198288,0.00441430597388389,2
"1676",580967.570567719,562206.488324056,3.34578659000329e-07,2.97928885450993e-08,2.29871930823577e-07,0,1.80810386662955e-07,1.4318415209047e-07,4.94969679132318e-08,9.67734985035662e-07,5.35893208769567e-06,7.96620443249685e-06,3.82597575432353e-05,243.244891315012,0.00347104737413881,0.00509189071746635,3
"1677",585562.570567719,562206.488324056,3.18813707878007e-07,2.12886407668922e-08,2.08766468556831e-07,0,1.93484728239213e-07,1.37204430705751e-07,6.19649222488583e-08,9.41522898395553e-07,5.32170677439159e-06,7.50315158604131e-06,3.63270309657326e-05,482.502643705073,0.00398097986603715,0.00713850441339918,2
"1678",590157.570567719,562206.488324056,3.32205964070909e-07,1.68854950022279e-08,2.53835455321649e-07,0,2.24719009178642e-07,1.60633650603259e-07,7.73045379931503e-08,1.06558411216984e-06,6.22616663847886e-06,8.38706721550952e-06,4.23568906906535e-05,440.655188275469,0.00429525139007842,0.0086916340204035,2
"1679",594752.570567719,562206.488324056,3.05541914435992e-07,1.31894086763396e-08,2.29298922072019e-07,2.60906412030693e-08,1.55916655586452e-07,4.92885176006652e-07,1.26539050487873e-08,1.23557662302931e-06,6.81908689234567e-06,1.10200112897335e-05,5.52888600996171e-05,706.297509967357,0.00391766760356282,0.0083047058716343,3
"1680",599347.570567719,562206.488324056,2.96735792382208e-07,9.25789755967799e-09,2.56646413454575e-07,9.42596811714935e-08,1.40859532482551e-07,8.14161408069225e-07,4.78375646040252e-09,1.61670448158013e-06,9.10660250560968e-06,1.46666758744224e-05,7.62345508748818e-05,1555.80699434104,0.00337687899704156,0.00649247612037949,3
"1681",603942.570567719,562206.488324056,2.85787230325241e-07,6.73739192214029e-09,2.98313736379896e-07,2.87121277586788e-08,1.54501416993469e-07,1.20775430501041e-06,3.58990614318655e-09,1.98539611453302e-06,1.08572681530444e-05,1.85965814322939e-05,9.61281210212356e-05,4549.55148993343,0.00287292455291677,0.00516588455886258,3
"1682",608537.570567719,562206.488324056,1.59012215839027e-07,2.69319361256848e-09,1.25548393459241e-07,1.47919765325355e-08,6.95494024594012e-08,2.81823404169046e-07,5.28989922699008e-09,6.58708485298809e-07,3.60937497909108e-06,5.97867006006669e-06,3.02000382338685e-05,9871.74505414327,0.00270531546147528,0.00399441827032253,3
"1683",613132.570567719,562206.488324056,1.22420247272714e-07,1.62781946255741e-09,7.67150902802882e-08,0,4.10363445446649e-08,6.20205140577923e-08,6.74368801079073e-09,3.10563703628808e-07,1.62111718005065e-06,2.75768943237831e-06,1.29744685297972e-05,25533.7186221595,0.00187166533689267,0.0028869086102504,3
