"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"1684",392572.570567719,557596.488324056,1.39175271307579e-07,1.5680345997332e-10,2.9949667301743e-08,0,8.31167079606843e-09,6.11602966049674e-08,6.03879328486823e-10,2.39357588798818e-07,9.10646151445517e-07,2.32995927845932e-06,8.49203507499209e-06,9774.05737559332,0.00147939729965467,0.00260511836615716,4
"1685",397167.570567719,557596.488324056,2.77441349894048e-07,1.11693094400137e-09,5.81809365129971e-08,0,1.65655355544025e-08,1.16932276750248e-07,1.53109492792569e-09,4.71768124583622e-07,1.78095043169889e-06,4.58794264260407e-06,1.65672377020728e-05,12465.4357132922,0.00122640845279939,0.00234761244789013,4
"1686",401762.570567719,557596.488324056,2.84745411249787e-07,2.52455144116037e-09,6.03231433693452e-08,0,1.77498751807725e-08,1.12902463822451e-07,2.0065706006489e-09,4.80252015664165e-07,1.80865101541937e-06,4.6602118949704e-06,1.67356640791046e-05,10790.3850553885,0.00135358345559465,0.00247706412843164,2
"1687",406357.570567719,557596.488324056,2.87733532999823e-07,2.71331656621909e-09,6.41754599461919e-08,0,2.01307258640426e-08,1.08490661343552e-07,2.31822712068452e-09,4.85561923840513e-07,1.84925399021769e-06,4.69384011327068e-06,1.6958204827177e-05,11663.2937076548,0.00126202373436155,0.0032166167417284,2
"1688",410952.570567719,557596.488324056,2.72059487826937e-07,3.69005595350635e-09,7.6308850904816e-08,0,2.4731100167763e-08,1.38371849645047e-07,3.13604877136275e-09,5.18297393269432e-07,2.11626638137695e-06,4.98163179257771e-06,1.92621401683725e-05,11455.4401492438,0.00140449950142948,0.00355734424874495,2
"1689",415547.570567719,557596.488324056,2.77385002078745e-07,4.46768494422045e-09,8.52476822466031e-08,0,2.86278466488099e-08,1.39130400533816e-07,4.03905502793789e-09,5.38897671480132e-07,2.24738394639934e-06,5.15223029300821e-06,2.02517812270681e-05,8633.89593822308,0.00132991092589391,0.00353749112210189,2
"1690",420142.570567719,557596.488324056,2.70477515051937e-07,8.34140373440206e-09,1.19068567450142e-07,0,4.22096901320224e-08,2.14329789693934e-07,8.63500823622410e-09,6.63061974298662e-07,3.04740087264666e-06,6.25743683793645e-06,2.70530399724689e-05,9396.29752032421,0.00137864287619707,0.00406751973918309,2
"1691",424737.570567719,557596.488324056,2.57438722339742e-07,6.70698660498736e-09,1.34718066258088e-07,0,4.87230189527565e-08,2.40246657234877e-07,9.18128044424815e-09,6.970147318347e-07,3.34288011971662e-06,6.54645466167947e-06,2.95224007264838e-05,8039.36686055263,0.00142304501376589,0.00453205751743967,2
"1692",429332.570567719,557596.488324056,2.7028799642892e-07,7.59433496644313e-09,1.39490939465858e-07,0,5.37381426024552e-08,2.13754112632358e-07,1.01593816831391e-08,6.95024907779174e-07,3.33120612283633e-06,6.4826476444263e-06,2.90017846353019e-05,8798.74394425381,0.00134276801530309,0.00507218795610018,2
"1693",433927.570567719,557596.488324056,2.33138913063868e-07,1.03248220389984e-08,1.33516162126313e-07,0,5.40502941293042e-08,2.12731545268241e-07,1.26969236236008e-08,6.56458660250325e-07,3.22507415455309e-06,6.07196223098572e-06,2.77815870808051e-05,13538.6025151431,0.00125795924373548,0.00494187688948824,2
"1694",438522.570567719,557596.488324056,2.53396780447446e-07,1.05398034189186e-08,2.17535268021152e-07,0,9.08552979517196e-08,3.59255295734329e-07,2.7965768201188e-08,9.59548213774752e-07,5.13023957587899e-06,8.70780313827479e-06,4.34323734193054e-05,8360.74872856075,0.00159435422695897,0.00559108902271688,2
"1695",443117.570567719,557596.488324056,2.24477601840078e-07,1.09640669321287e-08,2.05317324919463e-07,0,9.69590379096275e-08,2.92920834255028e-07,2.70586225648017e-08,8.57697488421127e-07,4.69900415572821e-06,7.65473401576067e-06,3.87417432851089e-05,9929.96282602323,0.00160651443604095,0.00554159733045609,2
"1696",447712.570567719,557596.488324056,2.32900758678767e-07,1.20377736667621e-08,3.0690258245869e-07,0,1.62565076955445e-07,4.53098591535195e-07,6.13360626178228e-08,1.22884084591268e-06,7.19222005363118e-06,1.05984283568783e-05,5.72304977680682e-05,9098.80287621688,0.00192573709175048,0.00610772045444371,2
"1697",452307.570567719,557596.488324056,1.96384298600805e-07,1.85371870353723e-08,3.36088832320058e-07,0,2.13740870780299e-07,4.97150023370807e-07,9.87210517777726e-08,1.36062226388511e-06,8.31550157812111e-06,1.12215470773891e-05,6.28622180305904e-05,21455.5795057152,0.00202602729496629,0.00678685808326856,4
"1698",456902.570567719,557596.488324056,1.89316357701586e-07,2.66465957632356e-08,2.92144247460158e-07,0,2.24386060843074e-07,3.65289495984911e-07,1.11028314542239e-07,1.2088110722952e-06,7.47891126645639e-06,9.51815346617035e-06,5.30865594202679e-05,17148.7141402872,0.00190018498443139,0.00509332120331541,2
"1699",461497.570567719,557596.488324056,2.11352308099322e-07,1.90320417758905e-08,3.13372678029111e-07,0,2.16473188263677e-07,4.48806041219996e-07,8.54465168620422e-08,1.29448277425004e-06,7.87015927211643e-06,1.06604967728963e-05,5.89343576321566e-05,13107.1320224617,0.00200589788463731,0.00609036659394104,2
"1700",466092.570567719,557596.488324056,1.76926775452557e-07,3.293427441875e-08,2.67164782741247e-07,0,1.97896769194017e-07,3.54470406360718e-07,8.49277045356089e-08,1.1143207127029e-06,6.78499203821126e-06,8.99358040185039e-06,4.94110504936085e-05,18266.976083979,0.00231546795461947,0.00605121204782499,2
"1701",470687.570567719,557596.488324056,1.8986938288279e-07,5.11846032780205e-08,2.61557461911366e-07,0,2.39114318123512e-07,2.93476818402638e-07,1.13495520537299e-07,1.14869810513563e-06,7.06288346080663e-06,8.79172113965598e-06,4.77620742304063e-05,11948.573658008,0.00237008986609724,0.00511743334341842,2
"1702",475282.570567719,557596.488324056,1.62387640889605e-07,1.0941342276638e-07,2.16643175399156e-07,0,2.40855118960326e-07,2.67494346228858e-07,1.25771129955154e-07,1.12256483419948e-06,6.66798380821731e-06,8.40772233967613e-06,4.3028338737372e-05,7581.07179182088,0.00235065130565387,0.00542765770287679,1
"1703",479877.570567719,557596.488324056,1.41464277847447e-07,1.44729094486706e-07,2.32380870990312e-07,0,2.49848746136649e-07,2.36979454282249e-07,1.35354000008192e-07,1.14075644375156e-06,6.78221335093099e-06,8.44043721448529e-06,4.3023605279302e-05,9130.82474170125,0.00169281105945454,0.00414254434401676,2
"1704",484472.570567719,557596.488324056,1.87044006061399e-07,1.05901978908474e-07,2.65813291377981e-07,0,2.5318495389115e-07,3.49771683616495e-07,1.25216720103793e-07,1.28693263395929e-06,7.63850459967186e-06,9.97008118142073e-06,5.19003963387332e-05,16434.3880821911,0.00153879512041472,0.00408770545798808,1
"1705",489067.570567719,557596.488324056,1.76019526065829e-07,1.70420949796579e-07,2.34357956596654e-07,0,2.59428404980611e-07,2.96347886230564e-07,1.25990768040651e-07,1.26256549171089e-06,7.2292917439043e-06,9.67573916987874e-06,4.73294276162051e-05,17564.4997464589,0.00161769821878915,0.00494466342524977,1
"1706",493662.570567719,557596.488324056,6.82038804253327e-08,2.4241185414553e-07,1.92584857838796e-07,0,2.45143644495016e-07,1.92183411629188e-07,1.19406184273529e-07,1.05993383280739e-06,6.04828908644384e-06,7.80867715814704e-06,3.68749017990166e-05,6845.6687204255,0.00172303106130891,0.00309004234475525,1
"1707",498257.570567719,557596.488324056,6.72303052534629e-08,2.95272685857384e-07,2.05339268699589e-07,0,2.38275738695393e-07,2.28956203329744e-07,1.22063354757174e-07,1.15713755659275e-06,6.33236597810671e-06,8.80487520224515e-06,4.00529369155023e-05,809.964413246655,0.00252322937044492,0.00316377585551687,2
"1708",502852.570567719,557596.488324056,1.42933467728312e-07,2.75623377232748e-07,2.51724223687688e-07,0,2.75165083607476e-07,3.77116883498729e-07,1.47856948906622e-07,1.47041998466158e-06,8.09966104919901e-06,1.14473317212038e-05,5.37507793985093e-05,569.61493424235,0.00282012199888255,0.00500817323347162,1
"1709",507447.570567719,557596.488324056,1.84120301671697e-07,1.94947962883774e-07,2.70805779578609e-07,0,2.62141793605508e-07,4.21456990196134e-07,1.34450362843097e-07,1.46792319077882e-06,8.26503986695037e-06,1.16341860869618e-05,5.70401535235909e-05,1253.45287437233,0.00292518878180711,0.00575305813211837,1
"1710",512042.570567719,557596.488324056,2.41466766581766e-07,1.40121555469719e-07,2.46176044882418e-07,0,2.57335747377851e-07,3.13928103512495e-07,1.26768910924113e-07,1.32579712874836e-06,7.49607490457826e-06,1.03157008575216e-05,5.01017255394309e-05,1259.14331818307,0.00362419048781869,0.00575294007782743,1
"1711",516637.570567719,557596.488324056,2.9741317408849e-07,7.77726755218922e-08,2.52562618374697e-07,0,2.10585664017771e-07,2.63404503986209e-07,8.05402343706518e-08,1.18227887035971e-06,6.5992205370291e-06,9.62382694613684e-06,4.69020362330319e-05,5578.15649137281,0.00326057487891099,0.00491568284616435,2
"1712",521232.570567719,557596.488324056,3.1935774735814e-07,6.54246248288359e-08,2.17065576624265e-07,0,1.49940937888005e-07,2.03635274420577e-07,3.9280693031607e-08,9.94704854151429e-07,5.19393464171181e-06,8.5439357390138e-06,3.9322323341251e-05,5037.69034883341,0.0028471858405928,0.00418082638237134,3
"1713",525827.570567719,557596.488324056,3.33434365451524e-07,6.84064375144899e-08,2.68577011297566e-07,0,1.44722963391075e-07,2.86768041757313e-07,5.03249880101642e-08,1.15223380742213e-06,6.06691102955637e-06,1.00563524383923e-05,4.78209535056395e-05,5880.39636020835,0.00289528977459019,0.00408837785858393,2
"1714",530422.570567719,557596.488324056,3.16374459963242e-07,7.50686094397324e-08,2.93342590218515e-07,0,1.86530158430287e-07,2.96995882109741e-07,6.26840159778652e-08,1.23099571613938e-06,6.7809433418331e-06,1.0440089908581e-05,5.13673854654062e-05,4779.68328653736,0.00344986487473862,0.00457229011345743,2
"1715",535017.570567719,557596.488324056,2.87529990927737e-07,8.94796101658102e-08,2.90820325599128e-07,0,2.3305362972792e-07,3.05208507800359e-07,9.58448418408864e-08,1.30193690606184e-06,7.42275008414062e-06,1.0525390075955e-05,5.27381253010439e-05,1958.7470382086,0.00415054030205524,0.00529690811807448,2
"1716",539612.570567719,557596.488324056,3.14808251467014e-07,1.1277160527623e-07,3.5249558383299e-07,0,2.69484297987788e-07,4.51983254379229e-07,1.56247923710495e-07,1.65779091665375e-06,9.45459957291117e-06,1.32852877672285e-05,6.72447069895998e-05,338.464563777913,0.00410834443837554,0.00593821111997272,2
"1717",544207.570567719,557596.488324056,3.05428220492843e-07,7.93183312364221e-08,4.15002686882104e-07,0,2.53485420653732e-07,5.29444092123299e-07,1.18808820559479e-07,1.70148757194788e-06,9.90512385778963e-06,1.41711983898674e-05,7.48915828219232e-05,263.446123538058,0.00244172394145263,0.00640532619878816,1
"1718",548802.570567719,557596.488324056,3.49293882706547e-07,6.78842755341691e-08,3.41268934000993e-07,0,1.92286548017506e-07,3.38513511000116e-07,6.43592052984587e-08,1.35360635655779e-06,7.4982117799216e-06,1.16108248817692e-05,5.80466623518738e-05,244.385713151273,0.00239134400738946,0.00562593474843534,2
"1719",553397.570567719,557596.488324056,3.35354195080129e-07,6.39275978819853e-08,4.6487868043954e-07,0,2.44115603287298e-07,5.54212084225014e-07,8.64177764903218e-08,1.74890593740429e-06,1.01843885444985e-05,1.50024901626189e-05,8.00892332843972e-05,262.729548935009,0.00223903864576709,0.00525573846314153,2
"1720",557992.570567719,557596.488324056,3.22706054767252e-07,5.82940903326445e-08,4.11908359865265e-07,0,2.0785906906795e-07,4.85675164973998e-07,6.90180510520833e-08,1.55546079005919e-06,8.92004790065126e-06,1.34784319576475e-05,7.09233694149436e-05,983.303574489684,0.00206574453784981,0.0053948566636938,2
"1721",562587.570567719,557596.488324056,3.53669689090452e-07,5.92330628990112e-08,3.66609744339996e-07,0,2.05152796528552e-07,3.51289609401562e-07,7.13429190168924e-08,1.40729782127647e-06,7.93548392219456e-06,1.19948223659128e-05,6.11416258380348e-05,3259.95959976883,0.00183589263372111,0.00550783642578895,2
"1722",567182.570567719,557596.488324056,3.30083392618974e-07,5.22404558500611e-08,2.40981507193538e-07,0,1.72149515087483e-07,1.72707418588658e-07,4.90153787557901e-08,1.0171776680945e-06,5.51938381498918e-06,8.52559166653055e-06,4.04965416409553e-05,2892.36790066431,0.00195475626449,0.00572083320299744,3
"1723",571777.570567719,557596.488324056,3.66743114987855e-07,5.19688369005067e-08,2.56460960024185e-07,0,2.11930131222005e-07,1.74221002513519e-07,6.74362034547293e-08,1.1287602491028e-06,6.23216629258572e-06,9.19716574138141e-06,4.38449987537615e-05,1475.55238260912,0.0027396215966217,0.00679241473902827,3
"1724",576372.570567719,557596.488324056,3.79235875591633e-07,4.2874252037528e-08,2.65857846848405e-07,0,2.01026458146458e-07,1.82493590905608e-07,6.02479293676517e-08,1.13173595289728e-06,6.21242889020657e-06,9.36794295763876e-06,4.47990486459604e-05,1025.46537781501,0.00364590566394308,0.00505765066687529,2
"1725",580967.570567719,557596.488324056,3.36060433703267e-07,3.64419459053522e-08,2.46724139341126e-07,0,1.96290703247115e-07,1.68570475134189e-07,6.31209648993547e-08,1.0472086622304e-06,5.86684112557911e-06,8.52996301548004e-06,4.15195299239279e-05,1594.4746474135,0.00400083525333668,0.00543569130164159,2
"1726",585562.570567719,557596.488324056,3.61972061213578e-07,2.92166904003466e-08,2.47697010458126e-07,0,1.8098008913725e-07,1.56559508912579e-07,5.27182147380678e-08,1.02914357485995e-06,5.64364462085631e-06,8.55011119199611e-06,4.09210563731e-05,830.514027714445,0.0040556489432546,0.00670728910269535,2
"1727",590157.570567719,557596.488324056,3.25921646116001e-07,2.19318607719288e-08,1.8868824014362e-07,0,1.51151681837547e-07,1.3416451194459e-07,3.04223011782234e-08,8.5228024199191e-07,4.54815425932065e-06,7.19093993645226e-06,3.32581206009541e-05,691.938022361178,0.00408940179838671,0.00755853277240783,3
"1728",594752.570567719,557596.488324056,3.05166795833145e-07,1.72430301981219e-08,1.92659592279654e-07,4.72454075861606e-09,1.57465671613011e-07,1.23028909060352e-07,3.82764427653282e-08,8.38564982508228e-07,4.63555868571164e-06,6.91527943511017e-06,3.30298348969471e-05,1994.42596700011,0.00394414077501214,0.00830786724728786,3
"1729",599347.570567719,557596.488324056,2.9928546396718e-07,1.07732092136104e-08,2.05914930440088e-07,1.29992475894625e-07,1.27386852177835e-07,1.89900218661165e-07,2.21923546900316e-08,9.85445505044535e-07,5.91311208283929e-06,8.1130535135171e-06,4.25160302279515e-05,3002.10700986208,0.00312217189121623,0.00736374808467156,3
"1730",603942.570567719,557596.488324056,2.83107738141553e-07,7.72021394035427e-09,2.57970536043928e-07,7.15846479593107e-08,1.29483102462302e-07,9.02710874051138e-07,3.70509605635005e-09,1.65628220865494e-06,9.1841624293848e-06,1.52651712650095e-05,7.89984995364784e-05,3413.93198523884,0.00289769259819741,0.00580884606557983,3
"1731",608537.570567719,557596.488324056,1.99193102012885e-07,4.19531048789779e-09,1.31030179595371e-07,7.83820768290866e-08,6.59707404260246e-08,1.78491282198934e-07,7.20747858617976e-09,6.64470170136378e-07,3.83005240633949e-06,5.72612882696055e-06,2.93742645484651e-05,15049.7698914231,0.00241363100849377,0.0044521554239109,3
"1732",613132.570567719,557596.488324056,1.59953591705175e-07,2.69847419409608e-09,1.21259382979133e-07,0,5.62414217419871e-08,9.23472724956298e-08,1.20955534615996e-08,4.44595696577621e-07,2.38940462210513e-06,3.9434070324279e-06,1.93039868121858e-05,34007.0650393479,0.00161084376537144,0.00277591043709959,3
"1733",392572.570567719,552986.488324056,1.48548420675354e-07,3.03280397323524e-10,2.60280330621754e-08,0,7.22351095605589e-09,5.27940773320523e-08,5.37617117490896e-10,2.35434939540452e-07,8.450555851712e-07,2.29894626465471e-06,7.91587876044358e-06,16182.0463893605,0.00172059732892346,0.00169950935060903,4
"1734",397167.570567719,552986.488324056,3.16506310937825e-07,1.83409701835779e-09,6.13867150445202e-08,0,1.77879280749416e-08,1.09687830596172e-07,1.42379525877590e-09,5.08626676930593e-07,1.8608016445331e-06,4.94893711545236e-06,1.72859765361112e-05,22916.4621066271,0.000762593446902997,0.00175263911936337,4
"1735",401762.570567719,552986.488324056,2.8433172083453e-07,1.95424211622136e-09,5.84432189310036e-08,0,1.79229511787504e-08,9.78302400200803e-08,1.60038681092101e-09,4.62082759891506e-07,1.71614646798674e-06,4.48096345936552e-06,1.58204372095651e-05,10097.8839699496,0.00141992243583799,0.00257993779174018,2
"1736",406357.570567719,552986.488324056,2.70365308807641e-07,4.91196189972287e-09,6.974359068046e-08,0,2.22115137948897e-08,1.2417976003043e-07,2.62635980324832e-09,4.94038495016391e-07,1.96236340187922e-06,4.76126711537045e-06,1.79270046237745e-05,9965.18674080744,0.00134131976657058,0.00333234546692782,2
"1737",410952.570567719,552986.488324056,2.91110912264969e-07,4.7315794927949e-09,1.0522342974717e-07,0,3.45446974914232e-08,1.80480941303074e-07,4.88570776890906e-09,6.2097726806834e-07,2.70590677004315e-06,5.92398842832326e-06,2.43771106565108e-05,10803.1764896915,0.00125587196527293,0.00333897637941539,2
"1738",415547.570567719,552986.488324056,2.52909545750413e-07,5.59348928286241e-09,1.38084254253101e-07,0,4.61000642104636e-08,2.91348142944514e-07,7.77729995682375e-09,7.41812796398178e-07,3.58049177137665e-06,7.02543181489712e-06,3.21579390213655e-05,11934.8899254749,0.00139597856159913,0.00360397809991469,4
"1739",420142.570567719,552986.488324056,2.60479533054081e-07,6.81288546411363e-09,1.76207981983367e-07,0,6.21234688136241e-08,3.59324345389211e-07,1.10703229083686e-08,8.76018537612766e-07,4.42171415997172e-06,8.22568818825697e-06,3.92707013457116e-05,19479.3286633471,0.00112168179775689,0.00351244350410219,4
"1740",424737.570567719,552986.488324056,2.29727380229861e-07,9.95499571665448e-09,1.74261789886998e-07,0,6.43492420460134e-08,3.65510579136696e-07,1.65751558034444e-08,8.60379142819667e-07,4.43400032623664e-06,8.00417033164358e-06,3.89404979057595e-05,10882.9758382599,0.00145981684664852,0.00446982502700226,2
"1741",429332.570567719,552986.488324056,2.62853069976643e-07,9.26851119464889e-09,1.82636717749318e-07,0,7.0856945422193e-08,3.01272450986545e-07,1.4809087817147e-08,8.41696783146495e-07,4.29985462920002e-06,7.78768742315528e-06,3.72388693703207e-05,9502.37612139066,0.00150083350187474,0.00510052036704629,2
